                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                0.39685,                 1.8538,                0.29765,                 0.2617,                0.87531,                0.97083,                0.95785,                0.98177,                 0.8611,                0.71104,                0.64892,                0.62912,                0.34795,                0.58219,                 2.6524,                0.39262,                0.30749,                0.97703,              0.0003962,              0.0003962,              0.0003962
                     83,                0.40142,                 1.9258,                0.29067,                0.26681,                0.87899,                0.97788,                0.95435,                0.98331,                0.86219,                 0.6996,                0.63885,                0.62976,                0.35457,                0.58471,                 2.6575,                0.39947,                0.30292,                0.98067,              0.0003764,              0.0003764,              0.0003764
                     84,                0.40287,                 1.9476,                0.29263,                0.26904,                 0.8788,                  0.971,                0.95827,                0.98152,                0.85715,                 0.7052,                0.64019,                0.61807,                0.33873,                0.58843,                 2.6753,                0.39744,                0.31114,                0.98536,              0.0003566,              0.0003566,              0.0003566
                     85,                0.39166,                 1.8856,                0.29844,                0.26193,                0.87277,                0.97489,                0.95827,                0.98233,                0.85913,                0.70746,                0.64892,                0.62467,                0.34365,                0.59499,                 2.6114,                0.39422,                0.30746,                0.99263,              0.0003368,              0.0003368,              0.0003368
                     86,                0.38035,                 1.8655,                0.29605,                0.25386,                0.86606,                0.97501,                0.95445,                0.98163,                0.85709,                0.70895,                0.64748,                0.62798,                0.34876,                0.59029,                 2.6476,                 0.3915,                0.29836,                0.98504,               0.000317,               0.000317,               0.000317
                     87,                0.39793,                  1.833,                0.28772,                0.26128,                0.87879,                0.98643,                0.93957,                 0.9827,                0.85351,                0.70593,                0.64317,                0.61127,                0.33513,                 0.5838,                   2.66,                0.38222,                0.29788,                0.97663,              0.0002972,              0.0002972,              0.0002972
                     88,                0.39079,                 1.8567,                 0.2882,                0.25751,                0.87098,                0.97552,                0.96115,                0.98177,                0.85285,                 0.7092,                 0.6446,                0.61969,                0.34296,                0.59604,                 2.6403,                0.40146,                0.30363,                0.98807,              0.0002774,              0.0002774,              0.0002774
                     89,                0.38478,                 1.8454,                0.28921,                0.25988,                 0.8723,                0.97786,                0.95342,                 0.9847,                0.86038,                0.70766,                0.64748,                0.63316,                0.35314,                0.58254,                 2.6557,                 0.3943,                0.29969,                0.97707,              0.0002576,              0.0002576,              0.0002576
                     90,                0.39069,                  1.798,                 0.2923,                0.26011,                0.87709,                0.96683,                0.96464,                0.98296,                 0.8611,                0.70337,                0.64142,                 0.6319,                0.35177,                0.58303,                 2.6473,                0.39571,                0.29773,                0.97798,              0.0002378,              0.0002378,              0.0002378
                     91,                0.38659,                 1.7702,                0.28519,                0.25887,                0.88071,                0.98074,                0.95249,                0.98375,                0.85964,                0.70761,                0.64748,                0.63295,                0.35429,                0.58408,                 2.6531,                0.40082,                0.29974,                0.97838,               0.000218,               0.000218,               0.000218
