                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    189,                0.46581,                 2.4219,                0.34797,                0.29195,                0.90317,                0.98701,                0.94388,                0.98058,                0.85642,                0.66672,                0.60144,                 0.5782,                0.30934,                0.59846,                 2.8876,                0.39403,                 0.3059,                0.97264,              0.0001487,              0.0001487,              0.0001487
                    190,                0.46793,                 2.4116,                0.33656,                0.29543,                0.90968,                0.98649,                0.94574,                0.98102,                0.85604,                0.67754,                0.60766,                 0.5869,                0.31449,                0.60266,                 2.8735,                0.39494,                0.30872,                0.97775,              0.0001388,              0.0001388,              0.0001388
                    191,                0.42577,                 2.1071,                0.32674,                 0.2576,                0.87746,                0.98947,                0.94678,                0.97962,                0.85297,                0.68296,                0.61295,                0.59884,                0.31823,                0.60212,                 2.8968,                0.39136,                0.31367,                0.97396,              0.0001289,              0.0001289,              0.0001289
                    192,                0.40865,                 2.0523,                0.31944,                0.24801,                0.86655,                0.98751,                0.95108,                0.97968,                0.85343,                0.67235,                0.61007,                0.59523,                0.32284,                0.60182,                 2.9033,                0.39423,                0.31475,                0.97624,               0.000119,               0.000119,               0.000119
                    193,                0.39763,                 2.0362,                0.32297,                 0.2401,                0.86207,                0.98861,                0.95108,                0.97838,                0.85171,                0.67053,                0.60288,                0.58264,                 0.3136,                0.61083,                 2.8896,                0.39419,                 0.3148,                0.98609,              0.0001091,              0.0001091,              0.0001091
                    194,                0.40439,                  2.025,                 0.3159,                0.24469,                 0.8622,                0.98559,                0.94964,                0.97874,                0.85523,                0.67703,                0.61151,                0.59202,                0.31916,                 0.5998,                 2.8746,                0.39275,                0.31458,                0.97563,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.39807,                 1.9883,                0.31493,                0.24277,                0.86018,                0.98926,                0.94964,                0.97982,                0.85653,                 0.6796,                0.61151,                0.59408,                0.32026,                0.60208,                 2.8763,                0.39171,                 0.3161,                0.97801,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                 0.3959,                 1.9897,                0.31552,                0.24039,                0.86107,                0.98951,                0.95011,                0.97939,                0.85387,                0.67644,                0.60719,                0.59063,                0.31906,                0.60745,                 2.8684,                0.39285,                0.31296,                0.98385,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                 0.4038,                 1.9912,                0.31224,                0.24383,                0.87424,                  0.991,                0.95061,                0.98061,                0.85588,                0.67721,                0.61007,                0.60157,                0.32215,                0.60268,                 2.8784,                0.39507,                0.31319,                0.97885,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.39114,                 1.9955,                 0.3183,                0.23837,                0.86301,                0.98804,                0.95059,                0.98127,                0.85468,                0.67069,                0.60719,                0.58914,                 0.3197,                0.59862,                 2.8731,                0.39069,                0.31468,                 0.9728,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.38705,                 1.9476,                 0.3101,                0.23661,                0.86108,                0.98985,                0.94964,                0.98139,                0.85772,                0.67504,                0.61007,                0.59779,                  0.324,                0.59562,                 2.8613,                0.38962,                0.31487,                0.97343,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.39222,                 1.9923,                0.31437,                0.23973,                0.85884,                0.99006,                0.94964,                0.98072,                0.85961,                0.67664,                0.61007,                0.60129,                0.32339,                0.59646,                 2.8659,                0.38939,                0.31255,                0.97423,               3.98e-05,               3.98e-05,               3.98e-05
